Indicator ID,WB Code,Indicator,Pillar,Direction,ISO3,Country,Year,DataAge,StaleFlag,Value,Decimals,SourceLastUpdated,RetrievedAt
U5_MORTALITY,SH.DYN.MORT,"Mortality rate, under-5",Human Development,HIGH,EGY,"Egypt, Arab Rep.",2024,1,OK,22.4,0,2026-07-13,2026-08-20 16:40:34.771
WATER_ACCESS,SH.H2O.SMDW.ZS,People using safely managed drinking water services,Water Need,LOW,EGY,"Egypt, Arab Rep.",2024,1,OK,78.9401588327765,0,2026-07-13,2026-08-20 16:40:34.666
EDUCATION,SE.PRM.CMPT.ZS,"Primary completion rate, total",Human Development,LOW,SLV,El Salvador,2024,1,OK,82.6281692393825,0,2026-07-13,2026-08-20 16:40:35.066
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,SLV,El Salvador,2024,1,OK,98.7,1,2026-07-13,2026-08-20 16:40:34.894
FRESHWATER_PC,ER.H2O.INTR.PC,Renewable internal freshwater resources per capita,Water Need,LOW,SLV,El Salvador,2022,3,OK,2488.72708535984,0,2026-07-13,2026-08-20 16:40:34.738
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,SLV,El Salvador,2025,0,OK,14101.1774819291,1,2026-07-13,2026-08-20 16:40:34.813
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,SLV,El Salvador,2025,0,OK,0.429954275845337,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,SLV,El Salvador,2025,0,OK,6365503.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,SLV,El Salvador,2025,0,OK,24.4762876790049,0,2026-07-13,2026-08-20 16:40:34.940
U5_MORTALITY,SH.DYN.MORT,"Mortality rate, under-5",Human Development,HIGH,SLV,El Salvador,2024,1,OK,10.0,0,2026-07-13,2026-08-20 16:40:34.771
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,GNQ,Equatorial Guinea,2024,1,OK,65.1,1,2026-07-13,2026-08-20 16:40:34.894
FRESHWATER_PC,ER.H2O.INTR.PC,Renewable internal freshwater resources per capita,Water Need,LOW,GNQ,Equatorial Guinea,2022,3,OK,14416.052829289,0,2026-07-13,2026-08-20 16:40:34.738
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,GNQ,Equatorial Guinea,2025,0,OK,16133.1056143137,1,2026-07-13,2026-08-20 16:40:34.813
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,GNQ,Equatorial Guinea,2025,0,OK,2.39717222444002,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,GNQ,Equatorial Guinea,2025,0,OK,1938431.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,GNQ,Equatorial Guinea,2025,0,OK,28.4238971541303,0,2026-07-13,2026-08-20 16:40:34.940
U5_MORTALITY,SH.DYN.MORT,"Mortality rate, under-5",Human Development,HIGH,GNQ,Equatorial Guinea,2024,1,OK,68.0,0,2026-07-13,2026-08-20 16:40:34.771
EDUCATION,SE.PRM.CMPT.ZS,"Primary completion rate, total",Human Development,LOW,ERI,Eritrea,2022,3,OK,61.2794189453125,0,2026-07-13,2026-08-20 16:40:35.066
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,ERI,Eritrea,2024,1,OK,55.3,1,2026-07-13,2026-08-20 16:40:34.894
FRESHWATER_PC,ER.H2O.INTR.PC,Renewable internal freshwater resources per capita,Water Need,LOW,ERI,Eritrea,2022,3,OK,821.247551289109,0,2026-07-13,2026-08-20 16:40:34.738
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,ERI,Eritrea,2025,0,OK,1.99933689205926,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,ERI,Eritrea,2025,0,OK,3607003.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,ERI,Eritrea,2025,0,OK,65.4595495744784,0,2026-07-13,2026-08-20 16:40:34.940
U5_MORTALITY,SH.DYN.MORT,"Mortality rate, under-5",Human Development,HIGH,ERI,Eritrea,2024,1,OK,34.3,0,2026-07-13,2026-08-20 16:40:34.771
EDUCATION,SE.PRM.CMPT.ZS,"Primary completion rate, total",Human Development,LOW,EST,Estonia,2024,1,OK,99.9100723266602,0,2026-07-13,2026-08-20 16:40:35.066
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,EST,Estonia,2024,1,OK,100.0,1,2026-07-13,2026-08-20 16:40:34.894
FRESHWATER_PC,ER.H2O.INTR.PC,Renewable internal freshwater resources per capita,Water Need,LOW,EST,Estonia,2022,3,OK,9422.91153880371,0,2026-07-13,2026-08-20 16:40:34.738
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,EST,Estonia,2025,0,OK,52105.5093433416,1,2026-07-13,2026-08-20 16:40:34.813
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,EST,Estonia,2025,0,OK,-0.428360939161402,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,EST,Estonia,2025,0,OK,1366475.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,EST,Estonia,2025,0,OK,29.2791473401871,0,2026-07-13,2026-08-20 16:40:34.940
U5_MORTALITY,SH.DYN.MORT,"Mortality rate, under-5",Human Development,HIGH,EST,Estonia,2024,1,OK,2.0,0,2026-07-13,2026-08-20 16:40:34.771
WATER_ACCESS,SH.H2O.SMDW.ZS,People using safely managed drinking water services,Water Need,LOW,EST,Estonia,2024,1,OK,98.9439097263954,0,2026-07-13,2026-08-20 16:40:34.666
EDUCATION,SE.PRM.CMPT.ZS,"Primary completion rate, total",Human Development,LOW,SWZ,Eswatini,2023,2,OK,93.6081152424768,0,2026-07-13,2026-08-20 16:40:35.066
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,SWZ,Eswatini,2024,1,OK,89.3,1,2026-07-13,2026-08-20 16:40:34.894
FRESHWATER_PC,ER.H2O.INTR.PC,Renewable internal freshwater resources per capita,Water Need,LOW,SWZ,Eswatini,2022,3,OK,2165.85706820071,0,2026-07-13,2026-08-20 16:40:34.738
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,SWZ,Eswatini,2025,0,OK,12529.2796629252,1,2026-07-13,2026-08-20 16:40:34.813
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,SWZ,Eswatini,2025,0,OK,1.06859931393766,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,SWZ,Eswatini,2025,0,OK,1256174.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,SWZ,Eswatini,2025,0,OK,73.2786290293475,0,2026-07-13,2026-08-20 16:40:34.940
U5_MORTALITY,SH.DYN.MORT,"Mortality rate, under-5",Human Development,HIGH,SWZ,Eswatini,2024,1,OK,45.1,0,2026-07-13,2026-08-20 16:40:34.771
WATER_ACCESS,SH.H2O.SMDW.ZS,People using safely managed drinking water services,Water Need,LOW,SWZ,Eswatini,2024,1,OK,38.2165357028722,0,2026-07-13,2026-08-20 16:40:34.666
EDUCATION,SE.PRM.CMPT.ZS,"Primary completion rate, total",Human Development,LOW,ETH,Ethiopia,2024,1,OK,54.4429654143725,0,2026-07-13,2026-08-20 16:40:35.066
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,ETH,Ethiopia,2024,1,OK,56.6,1,2026-07-13,2026-08-20 16:40:34.894
FRESHWATER_PC,ER.H2O.INTR.PC,Renewable internal freshwater resources per capita,Water Need,LOW,ETH,Ethiopia,2022,3,OK,973.008683296975,0,2026-07-13,2026-08-20 16:40:34.738
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,ETH,Ethiopia,2025,0,OK,3621.67487597821,1,2026-07-13,2026-08-20 16:40:34.813
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,ETH,Ethiopia,2025,0,OK,2.55107529460765,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,ETH,Ethiopia,2025,0,OK,135472051.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,ETH,Ethiopia,2025,0,OK,75.8903047911054,0,2026-07-13,2026-08-20 16:40:34.940
U5_MORTALITY,SH.DYN.MORT,"Mortality rate, under-5",Human Development,HIGH,ETH,Ethiopia,2024,1,OK,44.5,0,2026-07-13,2026-08-20 16:40:34.771
WATER_ACCESS,SH.H2O.SMDW.ZS,People using safely managed drinking water services,Water Need,LOW,ETH,Ethiopia,2024,1,OK,13.547200922558,0,2026-07-13,2026-08-20 16:40:34.666
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,FRO,Faroe Islands,2024,1,OK,100.0,1,2026-07-13,2026-08-20 16:40:34.894
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,FRO,Faroe Islands,2024,1,OK,82089.2832575392,1,2026-07-13,2026-08-20 16:40:34.813
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,FRO,Faroe Islands,2025,0,OK,0.474713325295028,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,FRO,Faroe Islands,2025,0,OK,54900.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,FRO,Faroe Islands,2025,0,OK,60.356678214554,0,2026-07-13,2026-08-20 16:40:34.940
EDUCATION,SE.PRM.CMPT.ZS,"Primary completion rate, total",Human Development,LOW,FJI,Fiji,2024,1,OK,116.307893020222,0,2026-07-13,2026-08-20 16:40:35.066
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,FJI,Fiji,2024,1,OK,95.9,1,2026-07-13,2026-08-20 16:40:34.894
FRESHWATER_PC,ER.H2O.INTR.PC,Renewable internal freshwater resources per capita,Water Need,LOW,FJI,Fiji,2022,3,OK,31052.1175260109,0,2026-07-13,2026-08-20 16:40:34.738
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,FJI,Fiji,2025,0,OK,16337.5722970567,1,2026-07-13,2026-08-20 16:40:34.813
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,FJI,Fiji,2025,0,OK,0.469404246979013,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,FJI,Fiji,2025,0,OK,933154.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,FJI,Fiji,2025,0,OK,40.4555448163631,0,2026-07-13,2026-08-20 16:40:34.940
U5_MORTALITY,SH.DYN.MORT,"Mortality rate, under-5",Human Development,HIGH,FJI,Fiji,2024,1,OK,29.1,0,2026-07-13,2026-08-20 16:40:34.771
WATER_ACCESS,SH.H2O.SMDW.ZS,People using safely managed drinking water services,Water Need,LOW,FJI,Fiji,2024,1,OK,42.1107501060855,0,2026-07-13,2026-08-20 16:40:34.666
EDUCATION,SE.PRM.CMPT.ZS,"Primary completion rate, total",Human Development,LOW,FIN,Finland,2024,1,OK,97.1977310180664,0,2026-07-13,2026-08-20 16:40:35.066
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,FIN,Finland,2024,1,OK,100.0,1,2026-07-13,2026-08-20 16:40:34.894
FRESHWATER_PC,ER.H2O.INTR.PC,Renewable internal freshwater resources per capita,Water Need,LOW,FIN,Finland,2022,3,OK,19258.0919082537,0,2026-07-13,2026-08-20 16:40:34.738
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,FIN,Finland,2025,0,OK,65884.4876972259,1,2026-07-13,2026-08-20 16:40:34.813
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,FIN,Finland,2025,0,OK,0.470872218110853,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,FIN,Finland,2025,0,OK,5646436.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,FIN,Finland,2025,0,OK,25.4752155680152,0,2026-07-13,2026-08-20 16:40:34.940
U5_MORTALITY,SH.DYN.MORT,"Mortality rate, under-5",Human Development,HIGH,FIN,Finland,2024,1,OK,2.4,0,2026-07-13,2026-08-20 16:40:34.771
WATER_ACCESS,SH.H2O.SMDW.ZS,People using safely managed drinking water services,Water Need,LOW,FIN,Finland,2024,1,OK,99.646796710852,0,2026-07-13,2026-08-20 16:40:34.666
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,FRA,France,2024,1,OK,100.0,1,2026-07-13,2026-08-20 16:40:34.894
FRESHWATER_PC,ER.H2O.INTR.PC,Renewable internal freshwater resources per capita,Water Need,LOW,FRA,France,2022,3,OK,2933.21980990477,0,2026-07-13,2026-08-20 16:40:34.738
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,FRA,France,2025,0,OK,63975.353585864,1,2026-07-13,2026-08-20 16:40:34.813
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,FRA,France,2025,0,OK,0.245766211891762,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,FRA,France,2025,0,OK,68720337.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,FRA,France,2025,0,OK,21.1550349436416,0,2026-07-13,2026-08-20 16:40:34.940
U5_MORTALITY,SH.DYN.MORT,"Mortality rate, under-5",Human Development,HIGH,FRA,France,2024,1,OK,4.3,0,2026-07-13,2026-08-20 16:40:34.771
WATER_ACCESS,SH.H2O.SMDW.ZS,People using safely managed drinking water services,Water Need,LOW,FRA,France,2024,1,OK,99.7127014746794,0,2026-07-13,2026-08-20 16:40:34.666
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,PYF,French Polynesia,2024,1,OK,100.0,1,2026-07-13,2026-08-20 16:40:34.894
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,PYF,French Polynesia,2025,0,OK,0.23322096373719,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,PYF,French Polynesia,2025,0,OK,282465.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,PYF,French Polynesia,2025,0,OK,38.2416233526169,0,2026-07-13,2026-08-20 16:40:34.940
WATER_ACCESS,SH.H2O.SMDW.ZS,People using safely managed drinking water services,Water Need,LOW,PYF,French Polynesia,2024,1,OK,90.448717948718,0,2026-07-13,2026-08-20 16:40:34.666
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,GAB,Gabon,2024,1,OK,95.1,1,2026-07-13,2026-08-20 16:40:34.894
FRESHWATER_PC,ER.H2O.INTR.PC,Renewable internal freshwater resources per capita,Water Need,LOW,GAB,Gabon,2022,3,OK,67468.9714725556,0,2026-07-13,2026-08-20 16:40:34.738
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,GAB,Gabon,2025,0,OK,22218.341068445,1,2026-07-13,2026-08-20 16:40:34.813
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,GAB,Gabon,2025,0,OK,2.11142428155027,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,GAB,Gabon,2025,0,OK,2593130.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,GAB,Gabon,2025,0,OK,7.91233333179321,0,2026-07-13,2026-08-20 16:40:34.940
U5_MORTALITY,SH.DYN.MORT,"Mortality rate, under-5",Human Development,HIGH,GAB,Gabon,2024,1,OK,32.6,0,2026-07-13,2026-08-20 16:40:34.771
EDUCATION,SE.PRM.CMPT.ZS,"Primary completion rate, total",Human Development,LOW,GMB,"Gambia, The",2025,0,OK,84.1702033842253,0,2026-07-13,2026-08-20 16:40:35.066
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,GMB,"Gambia, The",2024,1,OK,69.0,1,2026-07-13,2026-08-20 16:40:34.894
FRESHWATER_PC,ER.H2O.INTR.PC,Renewable internal freshwater resources per capita,Water Need,LOW,GMB,"Gambia, The",2022,3,OK,1137.88512670351,0,2026-07-13,2026-08-20 16:40:34.738
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,GMB,"Gambia, The",2025,0,OK,3705.64184038599,1,2026-07-13,2026-08-20 16:40:34.813
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,GMB,"Gambia, The",2025,0,OK,2.22524763449017,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,GMB,"Gambia, The",2025,0,OK,2822093.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,GMB,"Gambia, The",2025,0,OK,35.0115138674419,0,2026-07-13,2026-08-20 16:40:34.940
U5_MORTALITY,SH.DYN.MORT,"Mortality rate, under-5",Human Development,HIGH,GMB,"Gambia, The",2024,1,OK,42.4,0,2026-07-13,2026-08-20 16:40:34.771
WATER_ACCESS,SH.H2O.SMDW.ZS,People using safely managed drinking water services,Water Need,LOW,GMB,"Gambia, The",2024,1,OK,48.1790034938582,0,2026-07-13,2026-08-20 16:40:34.666
EDUCATION,SE.PRM.CMPT.ZS,"Primary completion rate, total",Human Development,LOW,GEO,Georgia,2024,1,OK,103.758309503472,0,2026-07-13,2026-08-20 16:40:35.066
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,GEO,Georgia,2024,1,OK,100.0,1,2026-07-13,2026-08-20 16:40:34.894
FRESHWATER_PC,ER.H2O.INTR.PC,Renewable internal freshwater resources per capita,Water Need,LOW,GEO,Georgia,2022,3,OK,15657.904022678,0,2026-07-13,2026-08-20 16:40:34.738
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,GEO,Georgia,2025,0,OK,29414.3813424216,1,2026-07-13,2026-08-20 16:40:34.813
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,GEO,Georgia,2025,0,OK,3.1815662969341,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,GEO,Georgia,2025,0,OK,3935766.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,GEO,Georgia,2025,0,OK,38.8218635909594,0,2026-07-13,2026-08-20 16:40:34.940
U5_MORTALITY,SH.DYN.MORT,"Mortality rate, under-5",Human Development,HIGH,GEO,Georgia,2024,1,OK,8.6,0,2026-07-13,2026-08-20 16:40:34.771
WATER_ACCESS,SH.H2O.SMDW.ZS,People using safely managed drinking water services,Water Need,LOW,GEO,Georgia,2024,1,OK,70.526609726787,0,2026-07-13,2026-08-20 16:40:34.666
EDUCATION,SE.PRM.CMPT.ZS,"Primary completion rate, total",Human Development,LOW,DEU,Germany,2024,1,OK,96.8359603881836,0,2026-07-13,2026-08-20 16:40:35.066
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,DEU,Germany,2024,1,OK,100.0,1,2026-07-13,2026-08-20 16:40:34.894
FRESHWATER_PC,ER.H2O.INTR.PC,Renewable internal freshwater resources per capita,Water Need,LOW,DEU,Germany,2022,3,OK,1286.40073765825,0,2026-07-13,2026-08-20 16:40:34.738
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,DEU,Germany,2025,0,OK,75406.6888111618,1,2026-07-13,2026-08-20 16:40:34.813
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,DEU,Germany,2025,0,OK,-0.0303506708320264,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,DEU,Germany,2025,0,OK,83491249.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,DEU,Germany,2025,0,OK,17.86177794638,0,2026-07-13,2026-08-20 16:40:34.940
U5_MORTALITY,SH.DYN.MORT,"Mortality rate, under-5",Human Development,HIGH,DEU,Germany,2024,1,OK,3.7,0,2026-07-13,2026-08-20 16:40:34.771
WATER_ACCESS,SH.H2O.SMDW.ZS,People using safely managed drinking water services,Water Need,LOW,DEU,Germany,2024,1,OK,99.9172979459354,0,2026-07-13,2026-08-20 16:40:34.666
EDUCATION,SE.PRM.CMPT.ZS,"Primary completion rate, total",Human Development,LOW,GHA,Ghana,2024,1,OK,97.5019836425781,0,2026-07-13,2026-08-20 16:40:35.066
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,GHA,Ghana,2024,1,OK,91.9,1,2026-07-13,2026-08-20 16:40:34.894
FRESHWATER_PC,ER.H2O.INTR.PC,Renewable internal freshwater resources per capita,Water Need,LOW,GHA,Ghana,2022,3,OK,914.050531368042,0,2026-07-13,2026-08-20 16:40:34.738
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,GHA,Ghana,2025,0,OK,8610.2796922986,1,2026-07-13,2026-08-20 16:40:34.813
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,GHA,Ghana,2025,0,OK,1.83295547173437,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,GHA,Ghana,2025,0,OK,35064272.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,GHA,Ghana,2025,0,OK,41.0753138526875,0,2026-07-13,2026-08-20 16:40:34.940
U5_MORTALITY,SH.DYN.MORT,"Mortality rate, under-5",Human Development,HIGH,GHA,Ghana,2024,1,OK,35.9,0,2026-07-13,2026-08-20 16:40:34.771
WATER_ACCESS,SH.H2O.SMDW.ZS,People using safely managed drinking water services,Water Need,LOW,GHA,Ghana,2024,1,OK,42.9413892027374,0,2026-07-13,2026-08-20 16:40:34.666
EDUCATION,SE.PRM.CMPT.ZS,"Primary completion rate, total",Human Development,LOW,GIB,Gibraltar,2024,1,OK,95.4070981210856,0,2026-07-13,2026-08-20 16:40:35.066
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,GIB,Gibraltar,2024,1,OK,100.0,1,2026-07-13,2026-08-20 16:40:34.894
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,GIB,Gibraltar,2025,0,OK,2.00623430210837,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,GIB,Gibraltar,2025,0,OK,40126.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,GIB,Gibraltar,2025,0,OK,0.0,0,2026-07-13,2026-08-20 16:40:34.940
WATER_ACCESS,SH.H2O.SMDW.ZS,People using safely managed drinking water services,Water Need,LOW,GIB,Gibraltar,2024,1,OK,100.0,0,2026-07-13,2026-08-20 16:40:34.666
EDUCATION,SE.PRM.CMPT.ZS,"Primary completion rate, total",Human Development,LOW,GRC,Greece,2023,2,OK,99.9148864746094,0,2026-07-13,2026-08-20 16:40:35.066
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,GRC,Greece,2024,1,OK,100.0,1,2026-07-13,2026-08-20 16:40:34.894
FRESHWATER_PC,ER.H2O.INTR.PC,Renewable internal freshwater resources per capita,Water Need,LOW,GRC,Greece,2022,3,OK,5556.72385142278,0,2026-07-13,2026-08-20 16:40:34.738
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,GRC,Greece,2025,0,OK,45263.6498511586,1,2026-07-13,2026-08-20 16:40:34.813
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,GRC,Greece,2025,0,OK,0.0848067613416544,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,GRC,Greece,2025,0,OK,10413962.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,GRC,Greece,2025,0,OK,20.7753917151463,0,2026-07-13,2026-08-20 16:40:34.940
U5_MORTALITY,SH.DYN.MORT,"Mortality rate, under-5",Human Development,HIGH,GRC,Greece,2024,1,OK,3.8,0,2026-07-13,2026-08-20 16:40:34.771
WATER_ACCESS,SH.H2O.SMDW.ZS,People using safely managed drinking water services,Water Need,LOW,GRC,Greece,2024,1,OK,96.6861554835288,0,2026-07-13,2026-08-20 16:40:34.666
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,GRL,Greenland,2024,1,OK,100.0,1,2026-07-13,2026-08-20 16:40:34.894
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,GRL,Greenland,2023,2,OK,78905.5801137274,1,2026-07-13,2026-08-20 16:40:34.813
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,GRL,Greenland,2025,0,OK,-0.00879762816511268,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,GRL,Greenland,2025,0,OK,56831.0,0,2026-07-13,2026-08-20 16:40:35.021
