Indicator ID,WB Code,Indicator,Pillar,Direction,ISO3,Country,Year,DataAge,StaleFlag,Value,Decimals,SourceLastUpdated,RetrievedAt
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LUX,Luxembourg,2024,1,OK,100.0,1,2026-07-13,2026-08-20 16:40:34.894
FRESHWATER_PC,ER.H2O.INTR.PC,Renewable internal freshwater resources per capita,Water Need,LOW,LUX,Luxembourg,2022,3,OK,1531.15205411704,0,2026-07-13,2026-08-20 16:40:34.738
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,LUX,Luxembourg,2025,0,OK,156542.075847247,1,2026-07-13,2026-08-20 16:40:34.813
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,LUX,Luxembourg,2025,0,OK,1.46016251329208,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,LUX,Luxembourg,2025,0,OK,686970.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,LUX,Luxembourg,2025,0,OK,5.1158270401413,0,2026-07-13,2026-08-20 16:40:34.940
U5_MORTALITY,SH.DYN.MORT,"Mortality rate, under-5",Human Development,HIGH,LUX,Luxembourg,2024,1,OK,2.2,0,2026-07-13,2026-08-20 16:40:34.771
WATER_ACCESS,SH.H2O.SMDW.ZS,People using safely managed drinking water services,Water Need,LOW,LUX,Luxembourg,2024,1,OK,99.6530550152333,0,2026-07-13,2026-08-20 16:40:34.666
EDUCATION,SE.PRM.CMPT.ZS,"Primary completion rate, total",Human Development,LOW,MAC,"Macao SAR, China",2024,1,OK,94.1285714285714,0,2026-07-13,2026-08-20 16:40:35.066
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,MAC,"Macao SAR, China",2024,1,OK,100.0,1,2026-07-13,2026-08-20 16:40:34.894
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MAC,"Macao SAR, China",2025,0,OK,137030.679100085,1,2026-07-13,2026-08-20 16:40:34.813
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,MAC,"Macao SAR, China",2025,0,OK,-0.160244771707362,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,MAC,"Macao SAR, China",2025,0,OK,685900.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,MAC,"Macao SAR, China",2025,0,OK,0.0,0,2026-07-13,2026-08-20 16:40:34.940
WATER_ACCESS,SH.H2O.SMDW.ZS,People using safely managed drinking water services,Water Need,LOW,MAC,"Macao SAR, China",2024,1,OK,100.0,0,2026-07-13,2026-08-20 16:40:34.666
EDUCATION,SE.PRM.CMPT.ZS,"Primary completion rate, total",Human Development,LOW,MDG,Madagascar,2024,1,OK,60.7106953292253,0,2026-07-13,2026-08-20 16:40:35.066
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,MDG,Madagascar,2024,1,OK,42.5,1,2026-07-13,2026-08-20 16:40:34.894
FRESHWATER_PC,ER.H2O.INTR.PC,Renewable internal freshwater resources per capita,Water Need,LOW,MDG,Madagascar,2022,3,OK,11071.9555218848,0,2026-07-13,2026-08-20 16:40:34.738
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MDG,Madagascar,2025,0,OK,1952.48426903369,1,2026-07-13,2026-08-20 16:40:34.813
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,MDG,Madagascar,2025,0,OK,2.39781026296956,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,MDG,Madagascar,2025,0,OK,32740678.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,MDG,Madagascar,2025,0,OK,67.0982929163102,0,2026-07-13,2026-08-20 16:40:34.940
U5_MORTALITY,SH.DYN.MORT,"Mortality rate, under-5",Human Development,HIGH,MDG,Madagascar,2024,1,OK,62.4,0,2026-07-13,2026-08-20 16:40:34.771
WATER_ACCESS,SH.H2O.SMDW.ZS,People using safely managed drinking water services,Water Need,LOW,MDG,Madagascar,2024,1,OK,22.0559944937861,0,2026-07-13,2026-08-20 16:40:34.666
EDUCATION,SE.PRM.CMPT.ZS,"Primary completion rate, total",Human Development,LOW,MWI,Malawi,2024,1,OK,70.1399332330763,0,2026-07-13,2026-08-20 16:40:35.066
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,MWI,Malawi,2024,1,OK,15.6,1,2026-07-13,2026-08-20 16:40:34.894
FRESHWATER_PC,ER.H2O.INTR.PC,Renewable internal freshwater resources per capita,Water Need,LOW,MWI,Malawi,2022,3,OK,784.686345212985,0,2026-07-13,2026-08-20 16:40:34.738
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MWI,Malawi,2025,0,OK,1899.29166528127,1,2026-07-13,2026-08-20 16:40:34.813
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,MWI,Malawi,2025,0,OK,2.55685698114353,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,MWI,Malawi,2025,0,OK,22216120.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,MWI,Malawi,2025,0,OK,82.4050131613683,0,2026-07-13,2026-08-20 16:40:34.940
U5_MORTALITY,SH.DYN.MORT,"Mortality rate, under-5",Human Development,HIGH,MWI,Malawi,2024,1,OK,48.8,0,2026-07-13,2026-08-20 16:40:34.771
WATER_ACCESS,SH.H2O.SMDW.ZS,People using safely managed drinking water services,Water Need,LOW,MWI,Malawi,2024,1,OK,18.1816539742083,0,2026-07-13,2026-08-20 16:40:34.666
EDUCATION,SE.PRM.CMPT.ZS,"Primary completion rate, total",Human Development,LOW,MYS,Malaysia,2024,1,OK,87.7397769648065,0,2026-07-13,2026-08-20 16:40:35.066
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,MYS,Malaysia,2024,1,OK,100.0,1,2026-07-13,2026-08-20 16:40:34.894
FRESHWATER_PC,ER.H2O.INTR.PC,Renewable internal freshwater resources per capita,Water Need,LOW,MYS,Malaysia,2022,3,OK,16716.8686722509,0,2026-07-13,2026-08-20 16:40:34.738
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MYS,Malaysia,2025,0,OK,41497.6746089548,1,2026-07-13,2026-08-20 16:40:34.813
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,MYS,Malaysia,2025,0,OK,1.17471679693395,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,MYS,Malaysia,2025,0,OK,35977838.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,MYS,Malaysia,2025,0,OK,22.6051187703771,0,2026-07-13,2026-08-20 16:40:34.940
U5_MORTALITY,SH.DYN.MORT,"Mortality rate, under-5",Human Development,HIGH,MYS,Malaysia,2024,1,OK,8.3,0,2026-07-13,2026-08-20 16:40:34.771
WATER_ACCESS,SH.H2O.SMDW.ZS,People using safely managed drinking water services,Water Need,LOW,MYS,Malaysia,2024,1,OK,94.700361858312,0,2026-07-13,2026-08-20 16:40:34.666
EDUCATION,SE.PRM.CMPT.ZS,"Primary completion rate, total",Human Development,LOW,MDV,Maldives,2024,1,OK,93.76026272578,0,2026-07-13,2026-08-20 16:40:35.066
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,MDV,Maldives,2024,1,OK,100.0,1,2026-07-13,2026-08-20 16:40:34.894
FRESHWATER_PC,ER.H2O.INTR.PC,Renewable internal freshwater resources per capita,Water Need,LOW,MDV,Maldives,2022,3,OK,57.2403292463738,0,2026-07-13,2026-08-20 16:40:34.738
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MDV,Maldives,2025,0,OK,28554.8945669737,1,2026-07-13,2026-08-20 16:40:34.813
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,MDV,Maldives,2025,0,OK,0.35499694483684,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,MDV,Maldives,2025,0,OK,529676.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,MDV,Maldives,2025,0,OK,57.4938432004533,0,2026-07-13,2026-08-20 16:40:34.940
U5_MORTALITY,SH.DYN.MORT,"Mortality rate, under-5",Human Development,HIGH,MDV,Maldives,2024,1,OK,5.4,0,2026-07-13,2026-08-20 16:40:34.771
EDUCATION,SE.PRM.CMPT.ZS,"Primary completion rate, total",Human Development,LOW,MLI,Mali,2023,2,OK,48.4277284647973,0,2026-07-13,2026-08-20 16:40:35.066
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,MLI,Mali,2024,1,OK,49.5,1,2026-07-13,2026-08-20 16:40:34.894
FRESHWATER_PC,ER.H2O.INTR.PC,Renewable internal freshwater resources per capita,Water Need,LOW,MLI,Mali,2022,3,OK,2600.48264957976,0,2026-07-13,2026-08-20 16:40:34.738
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MLI,Mali,2025,0,OK,3502.76132351788,1,2026-07-13,2026-08-20 16:40:34.813
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,MLI,Mali,2025,0,OK,2.89981455024173,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,MLI,Mali,2025,0,OK,25198821.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,MLI,Mali,2025,0,OK,67.7872862816011,0,2026-07-13,2026-08-20 16:40:34.940
U5_MORTALITY,SH.DYN.MORT,"Mortality rate, under-5",Human Development,HIGH,MLI,Mali,2024,1,OK,73.0,0,2026-07-13,2026-08-20 16:40:34.771
EDUCATION,SE.PRM.CMPT.ZS,"Primary completion rate, total",Human Development,LOW,MLT,Malta,2023,2,OK,97.1002807617188,0,2026-07-13,2026-08-20 16:40:35.066
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,MLT,Malta,2024,1,OK,100.0,1,2026-07-13,2026-08-20 16:40:34.894
FRESHWATER_PC,ER.H2O.INTR.PC,Renewable internal freshwater resources per capita,Water Need,LOW,MLT,Malta,2022,3,OK,95.0833438458483,0,2026-07-13,2026-08-20 16:40:34.738
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MLT,Malta,2025,0,OK,72210.3392223985,1,2026-07-13,2026-08-20 16:40:34.813
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,MLT,Malta,2025,0,OK,1.8906123268828,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,MLT,Malta,2025,0,OK,579704.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,MLT,Malta,2025,0,OK,4.3194143350407,0,2026-07-13,2026-08-20 16:40:34.940
U5_MORTALITY,SH.DYN.MORT,"Mortality rate, under-5",Human Development,HIGH,MLT,Malta,2024,1,OK,5.3,0,2026-07-13,2026-08-20 16:40:34.771
WATER_ACCESS,SH.H2O.SMDW.ZS,People using safely managed drinking water services,Water Need,LOW,MLT,Malta,2024,1,OK,99.8267685287143,0,2026-07-13,2026-08-20 16:40:34.666
EDUCATION,SE.PRM.CMPT.ZS,"Primary completion rate, total",Human Development,LOW,MHL,Marshall Islands,2024,1,OK,98.4799131378936,0,2026-07-13,2026-08-20 16:40:35.066
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,MHL,Marshall Islands,2024,1,OK,97.2,1,2026-07-13,2026-08-20 16:40:34.894
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MHL,Marshall Islands,2025,0,OK,8964.32212870807,1,2026-07-13,2026-08-20 16:40:34.813
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,MHL,Marshall Islands,2025,0,OK,-3.42983639556145,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,MHL,Marshall Islands,2025,0,OK,36282.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,MHL,Marshall Islands,2025,0,OK,20.894496908548,0,2026-07-13,2026-08-20 16:40:34.940
U5_MORTALITY,SH.DYN.MORT,"Mortality rate, under-5",Human Development,HIGH,MHL,Marshall Islands,2024,1,OK,26.7,0,2026-07-13,2026-08-20 16:40:34.771
EDUCATION,SE.PRM.CMPT.ZS,"Primary completion rate, total",Human Development,LOW,MRT,Mauritania,2020,5,STALE,73.4478403637282,0,2026-07-13,2026-08-20 16:40:35.066
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,MRT,Mauritania,2024,1,OK,52.2,1,2026-07-13,2026-08-20 16:40:34.894
FRESHWATER_PC,ER.H2O.INTR.PC,Renewable internal freshwater resources per capita,Water Need,LOW,MRT,Mauritania,2022,3,OK,82.040562084503,0,2026-07-13,2026-08-20 16:40:34.738
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MRT,Mauritania,2025,0,OK,7675.51996658445,1,2026-07-13,2026-08-20 16:40:34.813
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,MRT,Mauritania,2025,0,OK,2.77895808619534,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,MRT,Mauritania,2025,0,OK,5315065.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,MRT,Mauritania,2025,0,OK,38.5111809462304,0,2026-07-13,2026-08-20 16:40:34.940
U5_MORTALITY,SH.DYN.MORT,"Mortality rate, under-5",Human Development,HIGH,MRT,Mauritania,2024,1,OK,36.9,0,2026-07-13,2026-08-20 16:40:34.771
EDUCATION,SE.PRM.CMPT.ZS,"Primary completion rate, total",Human Development,LOW,MUS,Mauritius,2024,1,OK,83.2499818801189,0,2026-07-13,2026-08-20 16:40:35.066
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,MUS,Mauritius,2024,1,OK,100.0,1,2026-07-13,2026-08-20 16:40:34.894
FRESHWATER_PC,ER.H2O.INTR.PC,Renewable internal freshwater resources per capita,Water Need,LOW,MUS,Mauritius,2022,3,OK,2178.97020489924,0,2026-07-13,2026-08-20 16:40:34.738
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MUS,Mauritius,2025,0,OK,33666.64355884,1,2026-07-13,2026-08-20 16:40:34.813
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,MUS,Mauritius,2025,0,OK,-0.163726377394902,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,MUS,Mauritius,2025,0,OK,1243741.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,MUS,Mauritius,2025,0,OK,60.9630336631476,0,2026-07-13,2026-08-20 16:40:34.940
U5_MORTALITY,SH.DYN.MORT,"Mortality rate, under-5",Human Development,HIGH,MUS,Mauritius,2024,1,OK,15.4,0,2026-07-13,2026-08-20 16:40:34.771
EDUCATION,SE.PRM.CMPT.ZS,"Primary completion rate, total",Human Development,LOW,MEX,Mexico,2024,1,OK,102.283569335938,0,2026-07-13,2026-08-20 16:40:35.066
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,MEX,Mexico,2024,1,OK,99.8,1,2026-07-13,2026-08-20 16:40:34.894
FRESHWATER_PC,ER.H2O.INTR.PC,Renewable internal freshwater resources per capita,Water Need,LOW,MEX,Mexico,2022,3,OK,3180.07999137444,0,2026-07-13,2026-08-20 16:40:34.738
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MEX,Mexico,2025,0,OK,25868.4787520629,1,2026-07-13,2026-08-20 16:40:34.813
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,MEX,Mexico,2025,0,OK,0.826382426690595,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,MEX,Mexico,2025,0,OK,131946900.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,MEX,Mexico,2025,0,OK,19.9591069370277,0,2026-07-13,2026-08-20 16:40:34.940
U5_MORTALITY,SH.DYN.MORT,"Mortality rate, under-5",Human Development,HIGH,MEX,Mexico,2024,1,OK,13.1,0,2026-07-13,2026-08-20 16:40:34.771
WATER_ACCESS,SH.H2O.SMDW.ZS,People using safely managed drinking water services,Water Need,LOW,MEX,Mexico,2024,1,OK,42.9666311513801,0,2026-07-13,2026-08-20 16:40:34.666
EDUCATION,SE.PRM.CMPT.ZS,"Primary completion rate, total",Human Development,LOW,FSM,"Micronesia, Fed. Sts.",2024,1,OK,78.8533422876495,0,2026-07-13,2026-08-20 16:40:35.066
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,FSM,"Micronesia, Fed. Sts.",2024,1,OK,88.9,1,2026-07-13,2026-08-20 16:40:34.894
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,FSM,"Micronesia, Fed. Sts.",2025,0,OK,4604.39540764468,1,2026-07-13,2026-08-20 16:40:34.813
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,FSM,"Micronesia, Fed. Sts.",2025,0,OK,0.46111268735637,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,FSM,"Micronesia, Fed. Sts.",2025,0,OK,113683.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,FSM,"Micronesia, Fed. Sts.",2025,0,OK,77.5190709377297,0,2026-07-13,2026-08-20 16:40:34.940
U5_MORTALITY,SH.DYN.MORT,"Mortality rate, under-5",Human Development,HIGH,FSM,"Micronesia, Fed. Sts.",2024,1,OK,22.4,0,2026-07-13,2026-08-20 16:40:34.771
EDUCATION,SE.PRM.CMPT.ZS,"Primary completion rate, total",Human Development,LOW,MDA,Moldova,2024,1,OK,108.061881105591,0,2026-07-13,2026-08-20 16:40:35.066
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,MDA,Moldova,2024,1,OK,100.0,1,2026-07-13,2026-08-20 16:40:34.894
FRESHWATER_PC,ER.H2O.INTR.PC,Renewable internal freshwater resources per capita,Water Need,LOW,MDA,Moldova,2022,3,OK,640.657045210614,0,2026-07-13,2026-08-20 16:40:34.738
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MDA,Moldova,2025,0,OK,19995.7590923995,1,2026-07-13,2026-08-20 16:40:34.813
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,MDA,Moldova,2025,0,OK,-1.75442101889586,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,MDA,Moldova,2025,0,OK,2360527.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,MDA,Moldova,2025,0,OK,56.2663759595455,0,2026-07-13,2026-08-20 16:40:34.940
U5_MORTALITY,SH.DYN.MORT,"Mortality rate, under-5",Human Development,HIGH,MDA,Moldova,2024,1,OK,16.5,0,2026-07-13,2026-08-20 16:40:34.771
WATER_ACCESS,SH.H2O.SMDW.ZS,People using safely managed drinking water services,Water Need,LOW,MDA,Moldova,2024,1,OK,75.8158908711072,0,2026-07-13,2026-08-20 16:40:34.666
EDUCATION,SE.PRM.CMPT.ZS,"Primary completion rate, total",Human Development,LOW,MCO,Monaco,2024,1,OK,135.0,0,2026-07-13,2026-08-20 16:40:35.066
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,MCO,Monaco,2024,1,OK,100.0,1,2026-07-13,2026-08-20 16:40:34.894
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,MCO,Monaco,2025,0,OK,-0.753524326194984,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,MCO,Monaco,2025,0,OK,38341.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,MCO,Monaco,2025,0,OK,0.0,0,2026-07-13,2026-08-20 16:40:34.940
U5_MORTALITY,SH.DYN.MORT,"Mortality rate, under-5",Human Development,HIGH,MCO,Monaco,2024,1,OK,2.7,0,2026-07-13,2026-08-20 16:40:34.771
WATER_ACCESS,SH.H2O.SMDW.ZS,People using safely managed drinking water services,Water Need,LOW,MCO,Monaco,2024,1,OK,100.0,0,2026-07-13,2026-08-20 16:40:34.666
EDUCATION,SE.PRM.CMPT.ZS,"Primary completion rate, total",Human Development,LOW,MNG,Mongolia,2024,1,OK,93.48303548023,0,2026-07-13,2026-08-20 16:40:35.066
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,MNG,Mongolia,2024,1,OK,99.1,1,2026-07-13,2026-08-20 16:40:34.894
FRESHWATER_PC,ER.H2O.INTR.PC,Renewable internal freshwater resources per capita,Water Need,LOW,MNG,Mongolia,2022,3,OK,10134.6982946914,0,2026-07-13,2026-08-20 16:40:34.738
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MNG,Mongolia,2025,0,OK,20797.7652692242,1,2026-07-13,2026-08-20 16:40:34.813
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,MNG,Mongolia,2025,0,OK,1.24589876857071,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,MNG,Mongolia,2025,0,OK,3568978.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,MNG,Mongolia,2025,0,OK,28.8549280873877,0,2026-07-13,2026-08-20 16:40:34.940
U5_MORTALITY,SH.DYN.MORT,"Mortality rate, under-5",Human Development,HIGH,MNG,Mongolia,2024,1,OK,13.4,0,2026-07-13,2026-08-20 16:40:34.771
WATER_ACCESS,SH.H2O.SMDW.ZS,People using safely managed drinking water services,Water Need,LOW,MNG,Mongolia,2024,1,OK,43.360722296887,0,2026-07-13,2026-08-20 16:40:34.666
EDUCATION,SE.PRM.CMPT.ZS,"Primary completion rate, total",Human Development,LOW,MNE,Montenegro,2023,2,OK,106.734153747559,0,2026-07-13,2026-08-20 16:40:35.066
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,MNE,Montenegro,2024,1,OK,100.0,1,2026-07-13,2026-08-20 16:40:34.894
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MNE,Montenegro,2025,0,OK,35422.6449824931,1,2026-07-13,2026-08-20 16:40:34.813
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,MNE,Montenegro,2025,0,OK,-0.0635300593940256,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,MNE,Montenegro,2025,0,OK,623129.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,MNE,Montenegro,2025,0,OK,34.3914916478964,0,2026-07-13,2026-08-20 16:40:34.940
U5_MORTALITY,SH.DYN.MORT,"Mortality rate, under-5",Human Development,HIGH,MNE,Montenegro,2024,1,OK,2.4,0,2026-07-13,2026-08-20 16:40:34.771
WATER_ACCESS,SH.H2O.SMDW.ZS,People using safely managed drinking water services,Water Need,LOW,MNE,Montenegro,2024,1,OK,85.5009117879106,0,2026-07-13,2026-08-20 16:40:34.666
EDUCATION,SE.PRM.CMPT.ZS,"Primary completion rate, total",Human Development,LOW,MAR,Morocco,2024,1,OK,106.370769185132,0,2026-07-13,2026-08-20 16:40:35.066
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,MAR,Morocco,2024,1,OK,100.0,1,2026-07-13,2026-08-20 16:40:34.894
FRESHWATER_PC,ER.H2O.INTR.PC,Renewable internal freshwater resources per capita,Water Need,LOW,MAR,Morocco,2022,3,OK,776.874555440233,0,2026-07-13,2026-08-20 16:40:34.738
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MAR,Morocco,2025,0,OK,11111.7080078125,1,2026-07-13,2026-08-20 16:40:34.813
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,MAR,Morocco,2025,0,OK,0.913842778572571,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,MAR,Morocco,2025,0,OK,38430770.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,MAR,Morocco,2025,0,OK,36.8721387739731,0,2026-07-13,2026-08-20 16:40:34.940
U5_MORTALITY,SH.DYN.MORT,"Mortality rate, under-5",Human Development,HIGH,MAR,Morocco,2024,1,OK,15.7,0,2026-07-13,2026-08-20 16:40:34.771
WATER_ACCESS,SH.H2O.SMDW.ZS,People using safely managed drinking water services,Water Need,LOW,MAR,Morocco,2024,1,OK,79.9818072279602,0,2026-07-13,2026-08-20 16:40:34.666
EDUCATION,SE.PRM.CMPT.ZS,"Primary completion rate, total",Human Development,LOW,MOZ,Mozambique,2022,3,OK,72.3655686845574,0,2026-07-13,2026-08-20 16:40:35.066
