Indicator ID,WB Code,Indicator,Pillar,Direction,ISO3,Country,Year,Value,Unit,ObservationStatus,Decimals,SourceLastUpdated,RetrievedAt
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,ITA,Italy,2018,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,JAM,Jamaica,2024,97.7,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,JAM,Jamaica,2023,97.7,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,JAM,Jamaica,2022,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,JAM,Jamaica,2021,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,JAM,Jamaica,2020,99.7,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,JAM,Jamaica,2019,98.9,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,JAM,Jamaica,2018,98.2,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,JPN,Japan,2024,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,JPN,Japan,2023,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,JPN,Japan,2022,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,JPN,Japan,2021,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,JPN,Japan,2020,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,JPN,Japan,2019,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,JPN,Japan,2018,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,JOR,Jordan,2024,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,JOR,Jordan,2023,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,JOR,Jordan,2022,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,JOR,Jordan,2021,99.9,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,JOR,Jordan,2020,99.9,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,JOR,Jordan,2019,99.9,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,JOR,Jordan,2018,99.9,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,KAZ,Kazakhstan,2024,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,KAZ,Kazakhstan,2023,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,KAZ,Kazakhstan,2022,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,KAZ,Kazakhstan,2021,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,KAZ,Kazakhstan,2020,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,KAZ,Kazakhstan,2019,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,KAZ,Kazakhstan,2018,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,KEN,Kenya,2024,77.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,KEN,Kenya,2023,76.2,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,KEN,Kenya,2022,76.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,KEN,Kenya,2021,76.5,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,KEN,Kenya,2020,71.5,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,KEN,Kenya,2019,69.7,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,KEN,Kenya,2018,61.2,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,KIR,Kiribati,2024,97.7,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,KIR,Kiribati,2023,95.9,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,KIR,Kiribati,2022,94.4,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,KIR,Kiribati,2021,92.8,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,KIR,Kiribati,2020,91.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,KIR,Kiribati,2019,89.3,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,KIR,Kiribati,2018,87.5,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,PRK,"Korea, Dem. People's Rep.",2024,61.4,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,PRK,"Korea, Dem. People's Rep.",2023,57.5,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,PRK,"Korea, Dem. People's Rep.",2022,54.7,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,PRK,"Korea, Dem. People's Rep.",2021,52.6,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,PRK,"Korea, Dem. People's Rep.",2020,50.5,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,PRK,"Korea, Dem. People's Rep.",2019,48.4,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,PRK,"Korea, Dem. People's Rep.",2018,46.3,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,KOR,"Korea, Rep.",2024,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,KOR,"Korea, Rep.",2023,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,KOR,"Korea, Rep.",2022,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,KOR,"Korea, Rep.",2021,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,KOR,"Korea, Rep.",2020,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,KOR,"Korea, Rep.",2019,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,KOR,"Korea, Rep.",2018,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,KWT,Kuwait,2024,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,KWT,Kuwait,2023,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,KWT,Kuwait,2022,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,KWT,Kuwait,2021,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,KWT,Kuwait,2020,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,KWT,Kuwait,2019,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,KWT,Kuwait,2018,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,KGZ,Kyrgyz Republic,2024,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,KGZ,Kyrgyz Republic,2023,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,KGZ,Kyrgyz Republic,2022,99.7,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,KGZ,Kyrgyz Republic,2021,99.7,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,KGZ,Kyrgyz Republic,2020,99.9,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,KGZ,Kyrgyz Republic,2019,99.9,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,KGZ,Kyrgyz Republic,2018,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LAO,Lao PDR,2024,96.5,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LAO,Lao PDR,2023,96.5,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LAO,Lao PDR,2022,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LAO,Lao PDR,2021,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LAO,Lao PDR,2020,99.3,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LAO,Lao PDR,2019,98.4,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LAO,Lao PDR,2018,92.9,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LVA,Latvia,2024,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LVA,Latvia,2023,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LVA,Latvia,2022,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LVA,Latvia,2021,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LVA,Latvia,2020,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LVA,Latvia,2019,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LVA,Latvia,2018,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LBN,Lebanon,2024,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LBN,Lebanon,2023,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LBN,Lebanon,2022,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LBN,Lebanon,2021,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LBN,Lebanon,2020,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LBN,Lebanon,2019,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LBN,Lebanon,2018,99.7,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LSO,Lesotho,2024,60.6,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LSO,Lesotho,2023,57.3,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LSO,Lesotho,2022,50.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LSO,Lesotho,2021,50.4,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LSO,Lesotho,2020,47.5,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LSO,Lesotho,2019,44.6,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LSO,Lesotho,2018,47.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LBR,Liberia,2024,34.9,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LBR,Liberia,2023,32.5,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LBR,Liberia,2022,31.8,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LBR,Liberia,2021,29.8,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LBR,Liberia,2020,27.6,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LBR,Liberia,2019,23.1,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LBR,Liberia,2018,22.8,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LBY,Libya,2024,77.4,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LBY,Libya,2023,73.2,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LBY,Libya,2022,70.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LBY,Libya,2021,70.2,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LBY,Libya,2020,69.4,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LBY,Libya,2019,68.5,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LBY,Libya,2018,67.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LIE,Liechtenstein,2024,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LIE,Liechtenstein,2023,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LIE,Liechtenstein,2022,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LIE,Liechtenstein,2021,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LIE,Liechtenstein,2020,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LIE,Liechtenstein,2019,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LIE,Liechtenstein,2018,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LTU,Lithuania,2024,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LTU,Lithuania,2023,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LTU,Lithuania,2022,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LTU,Lithuania,2021,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LTU,Lithuania,2020,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LTU,Lithuania,2019,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LTU,Lithuania,2018,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LUX,Luxembourg,2024,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LUX,Luxembourg,2023,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LUX,Luxembourg,2022,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LUX,Luxembourg,2021,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LUX,Luxembourg,2020,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LUX,Luxembourg,2019,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LUX,Luxembourg,2018,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,MAC,"Macao SAR, China",2024,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,MAC,"Macao SAR, China",2023,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,MAC,"Macao SAR, China",2022,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,MAC,"Macao SAR, China",2021,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,MAC,"Macao SAR, China",2020,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,MAC,"Macao SAR, China",2019,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,MAC,"Macao SAR, China",2018,100.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,MDG,Madagascar,2024,42.5,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,MDG,Madagascar,2023,39.4,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,MDG,Madagascar,2022,36.1,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,MDG,Madagascar,2021,35.1,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,MDG,Madagascar,2020,32.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,MDG,Madagascar,2019,31.0,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,MDG,Madagascar,2018,36.5,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,MWI,Malawi,2024,15.6,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,MWI,Malawi,2023,15.6,,,1,2026-07-13,2026-08-20 16:40:35.114
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,MWI,Malawi,2022,14.0,,,1,2026-07-13,2026-08-20 16:40:35.114
