Indicator ID,WB Code,Indicator,Pillar,Direction,ISO3,Country,Year,Value,Unit,ObservationStatus,Decimals,SourceLastUpdated,RetrievedAt
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MRT,Mauritania,2018,5429.23223059784,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MUS,Mauritius,2025,33666.64355884,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MUS,Mauritius,2024,31696.7381226145,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MUS,Mauritius,2023,29402.9391464973,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MUS,Mauritius,2022,26783.5527116445,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MUS,Mauritius,2021,23010.2013826906,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MUS,Mauritius,2020,21621.5971225157,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MUS,Mauritius,2019,24374.7818286567,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MUS,Mauritius,2018,23415.5237589118,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MEX,Mexico,2025,25868.4787520629,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MEX,Mexico,2024,25820.3527960242,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MEX,Mexico,2023,25188.3182559609,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MEX,Mexico,2022,23135.4931593441,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MEX,Mexico,2021,20782.5877440905,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MEX,Mexico,2020,19354.1248682138,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MEX,Mexico,2019,20964.2774863762,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MEX,Mexico,2018,20921.4775294879,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,FSM,"Micronesia, Fed. Sts.",2025,4604.39540764468,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,FSM,"Micronesia, Fed. Sts.",2024,4452.31995062055,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,FSM,"Micronesia, Fed. Sts.",2023,4266.72631824787,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,FSM,"Micronesia, Fed. Sts.",2022,4087.19316400156,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,FSM,"Micronesia, Fed. Sts.",2021,3955.73141317971,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,FSM,"Micronesia, Fed. Sts.",2020,3692.79209583749,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,FSM,"Micronesia, Fed. Sts.",2019,3741.7086219508,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,FSM,"Micronesia, Fed. Sts.",2018,3563.60005687114,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MDA,Moldova,2025,19995.7590923995,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MDA,Moldova,2024,18661.6606470212,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MDA,Moldova,2023,17750.5576656772,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MDA,Moldova,2022,16442.1034354056,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MDA,Moldova,2021,15682.0703284653,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MDA,Moldova,2020,13527.4413130967,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MDA,Moldova,2019,13413.2232935126,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MDA,Moldova,2018,11868.1955463223,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MNG,Mongolia,2025,20797.7652692242,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MNG,Mongolia,2024,19172.5295870282,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MNG,Mongolia,2023,18019.6912274585,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MNG,Mongolia,2022,16399.3900820069,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MNG,Mongolia,2021,14792.2509086422,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MNG,Mongolia,2020,13693.179806943,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MNG,Mongolia,2019,13604.978943194,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MNG,Mongolia,2018,12317.4824277695,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MNE,Montenegro,2025,35422.6449824931,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MNE,Montenegro,2024,34062.8241865953,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MNE,Montenegro,2023,31862.873635118,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MNE,Montenegro,2022,28049.7293227735,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MNE,Montenegro,2021,23689.9791090651,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MNE,Montenegro,2020,20624.7887553398,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MNE,Montenegro,2019,23705.3800229705,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MNE,Montenegro,2018,21083.6815338423,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MAR,Morocco,2025,11111.7080078125,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MAR,Morocco,2024,10430.2490234375,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MAR,Morocco,2023,9902.8056640625,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MAR,Morocco,2022,9308.556640625,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MAR,Morocco,2021,8623.265625,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MAR,Morocco,2020,7704.84912109375,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MAR,Morocco,2019,8046.22900390625,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MAR,Morocco,2018,7801.0986328125,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MOZ,Mozambique,2025,1697.94109338132,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MOZ,Mozambique,2024,1708.3035966667,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MOZ,Mozambique,2023,1680.20873445078,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MOZ,Mozambique,2022,1581.76710168717,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MOZ,Mozambique,2021,1457.23540930922,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MOZ,Mozambique,2020,1411.62040229911,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MOZ,Mozambique,2019,1388.79707034446,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MOZ,Mozambique,2018,1325.58695568953,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MMR,Myanmar,2025,6011.53492175516,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MMR,Myanmar,2024,6006.17514543646,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MMR,Myanmar,2023,5958.26424874022,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MMR,Myanmar,2022,5731.02947916374,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MMR,Myanmar,2021,5178.44718217164,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MMR,Myanmar,2020,5740.99045843992,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MMR,Myanmar,2019,6101.37245765709,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,MMR,Myanmar,2018,5581.2769545815,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NAM,Namibia,2025,11985.7200318677,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NAM,Namibia,2024,11697.9201596588,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NAM,Namibia,2023,11247.8071969605,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NAM,Namibia,2022,10661.0118776397,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NAM,Namibia,2021,9709.09930646771,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NAM,Namibia,2020,9354.13136713077,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NAM,Namibia,2019,9609.48555672874,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NAM,Namibia,2018,9853.73533646074,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NRU,Naoero,2025,14200.486778198,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NRU,Naoero,2024,13612.0368416276,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NRU,Naoero,2023,13171.9554999008,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NRU,Naoero,2022,12874.2258577781,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NRU,Naoero,2021,12113.787764494,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NRU,Naoero,2020,10812.6428193461,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NRU,Naoero,2019,10554.5218533653,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NRU,Naoero,2018,9657.26073559414,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NPL,Nepal,2025,6175.15897150244,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NPL,Nepal,2024,5745.64525192255,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NPL,Nepal,2023,5399.65505811688,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NPL,Nepal,2022,5102.18358728663,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NPL,Nepal,2021,4546.22970006289,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NPL,Nepal,2020,4235.57462326905,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NPL,Nepal,2019,4260.67373190851,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NPL,Nepal,2018,3956.12461094443,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NLD,Netherlands,2025,87320.1477254029,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NLD,Netherlands,2024,85218.3689343246,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NLD,Netherlands,2023,80391.6029350952,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NLD,Netherlands,2022,78630.3599072098,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NLD,Netherlands,2021,68573.5648786447,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NLD,Netherlands,2020,62596.6302027524,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NLD,Netherlands,2019,62345.2538465433,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NLD,Netherlands,2018,58819.2609142584,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NZL,New Zealand,2025,57350.3627657521,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NZL,New Zealand,2024,55793.9990422226,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NZL,New Zealand,2023,54949.699278118,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NZL,New Zealand,2022,54080.0485491723,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NZL,New Zealand,2021,48202.0913368233,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NZL,New Zealand,2020,45574.965884882,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NZL,New Zealand,2019,45295.8241222088,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NZL,New Zealand,2018,42475.2252680795,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NIC,Nicaragua,2025,9283.92301511154,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NIC,Nicaragua,2024,8720.86923379042,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NIC,Nicaragua,2023,8326.83840449159,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NIC,Nicaragua,2022,7795.45560731699,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NIC,Nicaragua,2021,7119.16874782601,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NIC,Nicaragua,2020,6274.09456741388,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NIC,Nicaragua,2019,5981.10876431466,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NIC,Nicaragua,2018,5935.16693631386,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NER,Niger,2025,2177.25014417163,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NER,Niger,2024,2044.04904937758,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NER,Niger,2023,1902.69710752042,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NER,Niger,2022,1847.58034360869,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NER,Niger,2021,1587.84784907329,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NER,Niger,2020,1486.34386700631,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NER,Niger,2019,1367.56106521216,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NER,Niger,2018,1272.37841849427,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NGA,Nigeria,2025,9531.61073275049,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NGA,Nigeria,2024,9099.86943863676,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NGA,Nigeria,2023,8711.68686099289,,,1,2026-07-13,2026-08-20 16:40:35.072
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,NGA,Nigeria,2022,8303.64193191685,,,1,2026-07-13,2026-08-20 16:40:35.072
